genre	rating	review
Animation	10	Enjoy
Drama	10	so you don't have to stop the film.
Drama	10	Enjoy
Fantasy	8	During a Kurt Weill celebration in Brooklyn, WHERE DO WE GO FROM HERE?
Fantasy	8	was finally unearthed for a screening.
Fantasy	8	Then, too, the 'modern' segment is weakly written.
Fantasy	8	Both have the charm that this kind of work desperately needs to work.
Musical	8	During a Kurt Weill celebration in Brooklyn, WHERE DO WE GO FROM HERE?
Musical	8	was finally unearthed for a screening.
Musical	8	Then, too, the 'modern' segment is weakly written.
Musical	8	Both have the charm that this kind of work desperately needs to work.
Drama	10	I love this film 'Spring and port wine'.
Drama	10	Fred Dibnah was round the corner from Bromwich St. were my bedsit was.
Horror	9	The acting was good!!
Horror	9	Really good effort.
Horror	9	Like I've said in other reviews-
Horror	7	I liked this movie because it basically did more with less.
Horror	7	I also found his dialog with the callers pretty funny.
Horror	7	Any more and it would have started to drag.
Thriller	7	I liked this movie because it basically did more with less.
Thriller	7	I also found his dialog with the callers pretty funny.
Thriller	7	Any more and it would have started to drag.
Drama	9	And then there's the mistakes they made and have to live with.
Drama	9	I loved Ellen Burstyn's performance and who is Christine Horne?
Drama	9	She's fantastic!
Drama	9	A real find.
Drama	10	"
Drama	10	De Vierde Man" makes even "Basic Instinct" look quite tame...
Drama	10	10 out of 10, at least...
Mystery	10	"
Mystery	10	De Vierde Man" makes even "Basic Instinct" look quite tame...
Mystery	10	10 out of 10, at least...
Thriller	10	"
Thriller	10	De Vierde Man" makes even "Basic Instinct" look quite tame...
Thriller	10	10 out of 10, at least...
Biography	9	For me,this is one of the best movies i ever saw.
Biography	9	De Niro,who is a living legend gives THAT SOMETHING to the movie.
Biography	9	You must look this great drama.
Biography	9	My Vote 9/10.
Drama	9	For me,this is one of the best movies i ever saw.
Drama	9	De Niro,who is a living legend gives THAT SOMETHING to the movie.
Drama	9	You must look this great drama.
Drama	9	My Vote 9/10.
Drama	7	i expected something different:more passion,drama...
Drama	7	The acting was not very convincing and the lines common,lacking any wit.
Drama	7	Still, the soundtrack was good and well adapted.
Drama	7	but it didn't meet the public's expectations and sunk into mediocrity.
Drama	7	Thus,I guess its worth seeing if you don't get annoyed
Adventure	10	You got to go and dig those holes.
Adventure	10	Holes only leaves troble, which makes a movie so good.
Adventure	10	Disney has done it again.
Adventure	10	Shia LaBeouf should be nominated for Best Actor for his performance as Stanley Yelnats.
Adventure	10	Holes is one of the best movies in 2003.
Comedy	10	You got to go and dig those holes.
Comedy	10	Holes only leaves troble, which makes a movie so good.
Comedy	10	Disney has done it again.
Comedy	10	Shia LaBeouf should be nominated for Best Actor for his performance as Stanley Yelnats.
Comedy	10	Holes is one of the best movies in 2003.
Drama	10	You got to go and dig those holes.
Drama	10	Holes only leaves troble, which makes a movie so good.
Drama	10	Disney has done it again.
Drama	10	Shia LaBeouf should be nominated for Best Actor for his performance as Stanley Yelnats.
Drama	10	Holes is one of the best movies in 2003.
Comedy	10	An OUR GANG Comedy Short.
Comedy	10	The Gang coerces Spanky into watching their younger siblings.
Comedy	10	Spanky is in his glory in this hilarious little film, arguably his best.
Comedy	10	Highlight:
Comedy	10	Movie mavens will recognize Billy Gilbert's voice in the radio drama.
Family	10	An OUR GANG Comedy Short.
Family	10	The Gang coerces Spanky into watching their younger siblings.
Family	10	Spanky is in his glory in this hilarious little film, arguably his best.
Family	10	Highlight:
Family	10	Movie mavens will recognize Billy Gilbert's voice in the radio drama.
Short	10	An OUR GANG Comedy Short.
Short	10	The Gang coerces Spanky into watching their younger siblings.
Short	10	Spanky is in his glory in this hilarious little film, arguably his best.
Short	10	Highlight:
Short	10	Movie mavens will recognize Billy Gilbert's voice in the radio drama.
Horror	10	You obviously don't know good TV when you see it.
Horror	10	The episodes are packed with drama and blood.
Horror	10	Freddy is creative in the way he kills people.
Thriller	10	You obviously don't know good TV when you see it.
Thriller	10	The episodes are packed with drama and blood.
Thriller	10	Freddy is creative in the way he kills people.
Action	10	I have loved this movie all of my life.
Action	10	It's such an intelligent story also, with plenty of classical allusions.
Action	10	eg.
Action	10	The ship that went missing decades earlier was called the Bellerophon.
Action	10	In FP, Walter Pidgeon is clearly the chimera- himself and his
Action	10	Id monster.
Action	10	Cheers
Adventure	10	I have loved this movie all of my life.
Adventure	10	It's such an intelligent story also, with plenty of classical allusions.
Adventure	10	eg.
Adventure	10	The ship that went missing decades earlier was called the Bellerophon.
Adventure	10	In FP, Walter Pidgeon is clearly the chimera- himself and his
Adventure	10	Id monster.
Adventure	10	Cheers
Sci-Fi	10	I have loved this movie all of my life.
Sci-Fi	10	It's such an intelligent story also, with plenty of classical allusions.
Sci-Fi	10	eg.
Sci-Fi	10	The ship that went missing decades earlier was called the Bellerophon.
Sci-Fi	10	In FP, Walter Pidgeon is clearly the chimera- himself and his
Sci-Fi	10	Id monster.
Sci-Fi	10	Cheers
Drama	9	The movie held my interest, mainly because Dianne Keaton is my favorite actress.
Drama	9	The movie was very sad and touching as well.
Drama	9	What more do you want?
Drama	9	It was tragically sad but enlightening.
Drama	9	It sure beat the other shows that were on TV New Years Day evening
Horror	7	I must say I was sadly just a little underwhelmed.
Mystery	7	I must say I was sadly just a little underwhelmed.
Horror	7	Doesn't rely on the hackneyed soundtrack stabs for its "gotcha" moments.
Horror	7	Well worth the rental.
Documentary	10	For anyone even remotely interested in American films, or cinema in general.
Documentary	10	A masterpiece, and the best of the BFI's Century of Cinema series.
Documentary	10	EARTH is a must see for children and adults.
Documentary	10	My son had great fun watching all these funny birds and ice bears.
Documentary	10	There are some animals in danger to disappear.
Documentary	10	Exactly that problem should prevent all the authorities of our planet.
Documentary	10	This documentary offers many exceptional pictures that I have never seen before.
Documentary	10	Then it is well accompanied by a heavenly music.
Documentary	10	The director did a great job here that gets high respect.
Documentary	10	Nothing can stop me and my family to give EARTH the highest rate.
Documentary	10	I hope so much that the stuff will create a sequel.
Biography	10	I was electrified when I first saw this in 1983 or 1984.
Biography	10	I didn't when finally in South Africa in 1993.
Biography	10	It is also largely a story about friendship and loyalty.
Biography	10	There is a lot to learn from this story for all peoples.
Drama	10	I was electrified when I first saw this in 1983 or 1984.
Drama	10	I didn't when finally in South Africa in 1993.
Drama	10	It is also largely a story about friendship and loyalty.
Drama	10	There is a lot to learn from this story for all peoples.
History	10	I was electrified when I first saw this in 1983 or 1984.
History	10	I didn't when finally in South Africa in 1993.
History	10	It is also largely a story about friendship and loyalty.
History	10	There is a lot to learn from this story for all peoples.
Drama	8	"
Drama	8	Kudos to those who managed to get it made.
Comedy	10	I'm not saying it's his best work
Comedy	10	, I'm no expert there for sure.
Comedy	10	but the look of this movie is amazing.
Comedy	10	it all creates a really consistent world.
Fantasy	10	I'm not saying it's his best work
Fantasy	10	, I'm no expert there for sure.
Fantasy	10	but the look of this movie is amazing.
Fantasy	10	it all creates a really consistent world.
Romance	10	I'm not saying it's his best work
Romance	10	, I'm no expert there for sure.
Romance	10	but the look of this movie is amazing.
Romance	10	it all creates a really consistent world.
Crime	8	Panic
Crime	8	It's a very rewarding movie more so for being little seen.
Crime	8	Catch it if you can.
Drama	8	Panic
Drama	8	It's a very rewarding movie more so for being little seen.
Drama	8	Catch it if you can.
Film-Noir	8	Panic
Film-Noir	8	It's a very rewarding movie more so for being little seen.
Film-Noir	8	Catch it if you can.
Comedy	10	Her lighthearted take on the world around us is comical and beautiful.
Comedy	10	In a way it's a slacker movie for girls.
Comedy	10	Watch this is you fancy a relaxing entertaining mid-night movie.
Drama	10	Her lighthearted take on the world around us is comical and beautiful.
Drama	10	In a way it's a slacker movie for girls.
Drama	10	Watch this is you fancy a relaxing entertaining mid-night movie.
Romance	10	Her lighthearted take on the world around us is comical and beautiful.
Romance	10	In a way it's a slacker movie for girls.
Romance	10	Watch this is you fancy a relaxing entertaining mid-night movie.
Comedy	9	In Iran, women are officially banned from men's sporting events.
Comedy	9	My vote is nine.
Comedy	9	Title (Brazil): Not Available
Drama	9	In Iran, women are officially banned from men's sporting events.
Drama	9	My vote is nine.
Drama	9	Title (Brazil): Not Available
Sport	9	In Iran, women are officially banned from men's sporting events.
Sport	9	My vote is nine.
Sport	9	Title (Brazil): Not Available
Drama	8	Some genre films need to be dressed up.
Drama	8	This one was an exception.
Drama	8	Subtle, and all about the interactions of the characters.
Drama	8	"
Thriller	8	Some genre films need to be dressed up.
Thriller	8	This one was an exception.
Thriller	8	Subtle, and all about the interactions of the characters.
Thriller	8	"
Crime	8	also because of the rare Columbo ingredient that the crime is an unpremeditated killing.
Drama	8	also because of the rare Columbo ingredient that the crime is an unpremeditated killing.
Mystery	8	also because of the rare Columbo ingredient that the crime is an unpremeditated killing.
Adventure	8	It was so fun.
Adventure	8	This movie is interessant.
Comedy	8	It was so fun.
Comedy	8	This movie is interessant.
Drama	8	It was so fun.
Drama	8	This movie is interessant.
Action	10	It is just that good.
Crime	10	It is just that good.
Drama	10	It is just that good.
Comedy	10	I saw this movie when I was in Israel for the summer.
Comedy	10	You tend to get used to subtitles after about 5 minutes.
Comedy	10	This movie blew me away!!!!!!
Comedy	10	It allows a person to enter both realms of the conflict simultaneously.
Comedy	10	The dilemma, the emotions entailed.
Comedy	10	an absolute must see!!
Drama	10	I saw this movie when I was in Israel for the summer.
Drama	10	You tend to get used to subtitles after about 5 minutes.
Drama	10	This movie blew me away!!!!!!
Drama	10	It allows a person to enter both realms of the conflict simultaneously.
Drama	10	The dilemma, the emotions entailed.
Drama	10	an absolute must see!!
Romance	10	I saw this movie when I was in Israel for the summer.
Romance	10	You tend to get used to subtitles after about 5 minutes.
Romance	10	This movie blew me away!!!!!!
Romance	10	It allows a person to enter both realms of the conflict simultaneously.
Romance	10	The dilemma, the emotions entailed.
Romance	10	an absolute must see!!
Drama	9	Also, what a sumptuous parade of 1940s/50s automobiles.
Romance	9	Also, what a sumptuous parade of 1940s/50s automobiles.
Animation	9	'
Animation	9	9/10.
Drama	9	'
Drama	9	9/10.
Fantasy	9	'
Fantasy	9	9/10.
Comedy	8	How can anyone not love this movie ?
Comedy	8	Michael Keaton has a ball in this role as anything goes.
Comedy	8	One guy mangles the English language everytime he talks and Griffin Dunn
Comedy	8	He has all the best lines.
Crime	8	How can anyone not love this movie ?
Crime	8	Michael Keaton has a ball in this role as anything goes.
Crime	8	One guy mangles the English language everytime he talks and Griffin Dunn
Crime	8	He has all the best lines.
Fantasy	8	What can I say that hasn't been said about "The Haunting"?
Fantasy	8	It has everything that would make a great picture.
Fantasy	8	Lili Taylor has the most to do while the others mostly react to her.
Fantasy	8	But that's about it.
Fantasy	8	A lot more.
Horror	8	What can I say that hasn't been said about "The Haunting"?
Horror	8	It has everything that would make a great picture.
Horror	8	Lili Taylor has the most to do while the others mostly react to her.
Horror	8	But that's about it.
Horror	8	A lot more.
Mystery	8	What can I say that hasn't been said about "The Haunting"?
Mystery	8	It has everything that would make a great picture.
Mystery	8	Lili Taylor has the most to do while the others mostly react to her.
Mystery	8	But that's about it.
Mystery	8	A lot more.
Drama	10	What a powerful and moving story!
Drama	10	When Holly is sold again, Patrick desperately searches for her.
Drama	10	We follow they're difficult journey through Cambodia and hope for their reunion.
Drama	10	Holly is one of millions of children who are sold and trafficked every day.
Drama	10	The movie portrays this difficult issue without crossing the line.
Romance	10	She decides to bring him in and fix his cuts.
Romance	10	When she gets home however she finds that he is still there.
Romance	10	(not in that perverted way!)
Comedy	10	Fear of a black hat is a hilarious spoof of Hip-Hop culture.
Comedy	10	It is just as funny as This Is Spinal Tap, if not funnier.
Comedy	10	The actors are incredible and the documentary style is superb.
Comedy	10	This film is a true cult classic!
Music	10	Fear of a black hat is a hilarious spoof of Hip-Hop culture.
Music	10	It is just as funny as This Is Spinal Tap, if not funnier.
Music	10	The actors are incredible and the documentary style is superb.
Music	10	This film is a true cult classic!
Comedy	8	Four words account for why this film was made -
Comedy	8	"She Done Him Wrong".
Comedy	8	With a strong director - as Walsh proves himself to be
Drama	8	Four words account for why this film was made -
Drama	8	"She Done Him Wrong".
Drama	8	With a strong director - as Walsh proves himself to be
Comedy	8	Walter Matthau and George Burns just work so well together.
Documentary	9	Would recommend this film
Crime	9	This film is a complex, suspenseful, rewarding experience.
Drama	9	This film is a complex, suspenseful, rewarding experience.
Romance	9	This film is a complex, suspenseful, rewarding experience.
Adventure	10	I thought this was a quiet good movie.
Adventure	10	It was fun to watch it.
Adventure	10	They were GREAT.
Animation	10	I thought this was a quiet good movie.
Animation	10	It was fun to watch it.
Animation	10	They were GREAT.
Comedy	10	I thought this was a quiet good movie.
Comedy	10	It was fun to watch it.
Comedy	10	They were GREAT.
Comedy	7	Is this your typical women in chains navy transport love story?
Drama	8	She knows what she wants and goes after it!
Drama	8	This film is sexy and excellent!
Romance	8	She knows what she wants and goes after it!
Romance	8	This film is sexy and excellent!
Action	10	Michael Is King.
Action	10	This film contains some of the best stuff Mike has ever done.
Action	10	Smooth Criminal is pure genius.
Action	10	He is the best, hands down.
Crime	10	Michael Is King.
Crime	10	This film contains some of the best stuff Mike has ever done.
Crime	10	Smooth Criminal is pure genius.
Crime	10	He is the best, hands down.
Fantasy	10	Michael Is King.
Fantasy	10	This film contains some of the best stuff Mike has ever done.
Fantasy	10	Smooth Criminal is pure genius.
Fantasy	10	He is the best, hands down.
Drama	8	"
Drama	8	The dialect and lifestyle details are accurately reminiscent of this region of the Philippines.
Drama	8	Downside: the corny and stilted acting of the American antagonist.
Romance	8	"
Romance	8	The dialect and lifestyle details are accurately reminiscent of this region of the Philippines.
Romance	8	Downside: the corny and stilted acting of the American antagonist.
War	8	"
War	8	The dialect and lifestyle details are accurately reminiscent of this region of the Philippines.
War	8	Downside: the corny and stilted acting of the American antagonist.
Documentary	10	This film is stunningly beautiful.
Documentary	10	I strongly recommend this movie to everyone.
Documentary	10	I can think of nothing else to say about it.
Adventure	10	An absolutely brilliant show.
Adventure	10	The second season began where the first ended, with much mystery.
Adventure	10	Suspense in most, if not all episodes and mystery everywhere.
Adventure	10	One that made me think and think again.
Adventure	10	Never fail to excites and I am looking forward to the new season.
Adventure	10	Good selection of cast too for this show, fit the characters perfectly.
Adventure	10	Really can't wait to finally discover the secret.
Adventure	10	Hopefully all the hype won't spoil the ending.
Drama	10	An absolutely brilliant show.
Drama	10	The second season began where the first ended, with much mystery.
Drama	10	Suspense in most, if not all episodes and mystery everywhere.
Drama	10	One that made me think and think again.
Drama	10	Never fail to excites and I am looking forward to the new season.
Drama	10	Good selection of cast too for this show, fit the characters perfectly.
Drama	10	Really can't wait to finally discover the secret.
Drama	10	Hopefully all the hype won't spoil the ending.
Fantasy	10	An absolutely brilliant show.
Fantasy	10	The second season began where the first ended, with much mystery.
Fantasy	10	Suspense in most, if not all episodes and mystery everywhere.
Fantasy	10	One that made me think and think again.
Fantasy	10	Never fail to excites and I am looking forward to the new season.
Fantasy	10	Good selection of cast too for this show, fit the characters perfectly.
Fantasy	10	Really can't wait to finally discover the secret.
Fantasy	10	Hopefully all the hype won't spoil the ending.
Drama	10	First of all I saw this movie without knowing anything about it
Drama	10	I just knew that Joel Schumacher did it and that was enough for me.
Drama	10	Anyway My friend and I went to see it
Drama	10	Also Colin Farrell is exceptional in this movie I haven't seen him before
Drama	10	but I can't wait to see more of him.
Drama	10	Lars P. Helvard
War	10	First of all I saw this movie without knowing anything about it
War	10	I just knew that Joel Schumacher did it and that was enough for me.
War	10	Anyway My friend and I went to see it
War	10	Also Colin Farrell is exceptional in this movie I haven't seen him before
War	10	but I can't wait to see more of him.
War	10	Lars P. Helvard
Drama	7	This movie highlights the prejudices and cultural differences of that time.
Drama	7	Good movie, gimme more...
Drama	7	GimmeClassics
Romance	7	This movie highlights the prejudices and cultural differences of that time.
Romance	7	Good movie, gimme more...
Romance	7	GimmeClassics
Drama	10	My all-time favorite movie.
Drama	10	The music, by famed composer Richard Rodney Bennet is a marvel.
Drama	9	The scenes in the chicken warehouses are spectacular.
Drama	9	There's not a lot of plot here.
Drama	10	Let me begin by expressing my admiration for a perfect portrayal by Reese Witherspoon.
Drama	10	That her performance stands out in the excellent cast is praise indeed.
Drama	10	Robert Mulligan has seldom disappointed those of us who have admired his work.
Romance	10	Let me begin by expressing my admiration for a perfect portrayal by Reese Witherspoon.
Romance	10	That her performance stands out in the excellent cast is praise indeed.
Romance	10	Robert Mulligan has seldom disappointed those of us who have admired his work.
Biography	9	In this the series does quite well.
Biography	9	What was going through Goebbels, Goring and Hess's mind?
Biography	9	It would have been helpful to see more of these relationships.
Biography	9	But I hope it will make people research the subject more.
Drama	9	In this the series does quite well.
Drama	9	What was going through Goebbels, Goring and Hess's mind?
Drama	9	It would have been helpful to see more of these relationships.
Drama	9	But I hope it will make people research the subject more.
History	9	In this the series does quite well.
History	9	What was going through Goebbels, Goring and Hess's mind?
History	9	It would have been helpful to see more of these relationships.
History	9	But I hope it will make people research the subject more.
Documentary	10	This is definitely a movie about survival, but not without
Documentary	10	it's touching moments.
Drama	9	this was one of the most moving movies i have ever seen.
Drama	9	i
Drama	9	my eyes are glued to it.
Drama	9	the acting and plot are amazing.
Drama	9	it seems so true to reality and it touches on so many controversial topics.
Drama	9	i recommend this movie to anyone interested in a good drama.
Comedy	7	It's hard to put your finger on this one.
Comedy	7	It has funny moments, romantic moments, and touching moments.
Romance	7	It's hard to put your finger on this one.
Romance	7	It has funny moments, romantic moments, and touching moments.
Comedy	10	Alan Arkin is fantastic in one of his best roles in decades.
Biography	7	The performances are quite good - particularly Goodings'.
Biography	7	A good movie, though.
Biography	7	I never once wondered if it was worth tuning into.
Biography	7	7/10
Drama	7	The performances are quite good - particularly Goodings'.
Drama	7	A good movie, though.
Drama	7	I never once wondered if it was worth tuning into.
Drama	7	7/10
Family	8	Christopher Walken is very humorous and surprisingly good in the role.
Family	8	His trademark style of acting works well for the sly Puss in Boots.
Family	8	The other actors are well for their parts.
Family	8	I did not find any of the acting terribly fake or awkward.
Family	8	I can not remember the original tale.
Fantasy	8	Christopher Walken is very humorous and surprisingly good in the role.
Fantasy	8	His trademark style of acting works well for the sly Puss in Boots.
Fantasy	8	The other actors are well for their parts.
Fantasy	8	I did not find any of the acting terribly fake or awkward.
Fantasy	8	I can not remember the original tale.
Musical	8	Christopher Walken is very humorous and surprisingly good in the role.
Musical	8	His trademark style of acting works well for the sly Puss in Boots.
Musical	8	The other actors are well for their parts.
Musical	8	I did not find any of the acting terribly fake or awkward.
Musical	8	I can not remember the original tale.
Drama	10	An excellent and accurate film...
Drama	10	McGovern takes great pains to research and document his writing and it pays off.
Drama	10	I found this movie as accurate, well acted and well presented as Hillsborough and
Drama	10	I applaud McGovern for his poignant unapologetic writing.
Drama	10	A great film!
Drama	10	I don't know what the previous reviewer was watching
Drama	10	but I guess that's what reviews are, personal taste.
Comedy	9	His shows certainly brought a laughter to the American households of years back.
Comedy	9	He would begin the show with an opening monologue.
Comedy	9	Afterwards, we would have a variety of characters.
Comedy	9	Remember Gertrude and Heathcliff in the monologue?
Comedy	9	How can we ever forget San Fernando Red?
Comedy	9	He lost a son to leukemia at age 11 or so.
Comedy	9	His wife, Georgia, died by suicide.
Action	7	Usually when storyline is copied like this the result is a disaster.
Action	7	That does not apply here.
Action	7	7/10
Comedy	7	Usually when storyline is copied like this the result is a disaster.
Comedy	7	That does not apply here.
Comedy	7	7/10
Crime	7	Usually when storyline is copied like this the result is a disaster.
Crime	7	That does not apply here.
Crime	7	7/10
Comedy	10	I highly recommend this movie!
Drama	10	I highly recommend this movie!
Romance	10	I highly recommend this movie!
Comedy	10	John Water's ("Pink Flamingos"...)
Comedy	10	"Pecker" is the best movie I've seen in a while.
Comedy	10	-Juan
Comedy	10	Pieczanski (jpieczanski@sidwell.edu)
Drama	10	John Water's ("Pink Flamingos"...)
Drama	10	"Pecker" is the best movie I've seen in a while.
Drama	10	-Juan
Drama	10	Pieczanski (jpieczanski@sidwell.edu)
Drama	8	I liked this film very much.
Drama	8	Since I like that sort of film I enjoyed this.
Drama	8	I especially like the "dating" scenes between the boys and
Drama	8	I was drawn into their lives.
Drama	8	;-)
Romance	8	I liked this film very much.
Romance	8	Since I like that sort of film I enjoyed this.
Romance	8	I especially like the "dating" scenes between the boys and
Romance	8	I was drawn into their lives.
Romance	8	;-)
Drama	8	Little seen multi-genre flick from director Bernard Rose
Drama	8	(Candyman, Immortal Beloved).
Drama	8	Great story and characters.
Drama	8	The only exception for this film was the ending.
Drama	8	However, it is worth the rent.
Fantasy	8	Little seen multi-genre flick from director Bernard Rose
Fantasy	8	(Candyman, Immortal Beloved).
Fantasy	8	Great story and characters.
Fantasy	8	The only exception for this film was the ending.
Fantasy	8	However, it is worth the rent.
Adventure	10	masterpiece leaves me astounding.
Comedy	10	masterpiece leaves me astounding.
Action	9	This movie is just great.
Action	9	In my opinion this movie is highly underrated by the critics.
Action	9	Together with him Michael Rooker makes a great appearance as Hal Tucker.
Action	9	Brilliant movie!
Adventure	9	This movie is just great.
Adventure	9	In my opinion this movie is highly underrated by the critics.
Adventure	9	Together with him Michael Rooker makes a great appearance as Hal Tucker.
Adventure	9	Brilliant movie!
Thriller	9	This movie is just great.
Thriller	9	In my opinion this movie is highly underrated by the critics.
Thriller	9	Together with him Michael Rooker makes a great appearance as Hal Tucker.
Thriller	9	Brilliant movie!
Action	7	A new idea about the lost world of Atlantis.
Action	7	They should've ended up with a better adventure than this.
Adventure	7	A new idea about the lost world of Atlantis.
Adventure	7	They should've ended up with a better adventure than this.
Animation	7	A new idea about the lost world of Atlantis.
Animation	7	They should've ended up with a better adventure than this.
Crime	7	Otto Preminger's noir classic works almost as a flip-side of LAURA...
Crime	7	Creepy Craig Stevens plays the unlucky victim.
Drama	7	Otto Preminger's noir classic works almost as a flip-side of LAURA...
Drama	7	Creepy Craig Stevens plays the unlucky victim.
Film-Noir	7	Otto Preminger's noir classic works almost as a flip-side of LAURA...
Film-Noir	7	Creepy Craig Stevens plays the unlucky victim.
Crime	8	Thank heavens for Turner Classic which aired the show last week.
Crime	8	Some of the boys are a bit scary.
Drama	8	Thank heavens for Turner Classic which aired the show last week.
Drama	8	Some of the boys are a bit scary.
Drama	10	Of course she clandestinely aided this family fearing for her own ex-communication.
Drama	10	My daughter was fascinated by the movie.
Drama	10	We have made it a part of our library.
Romance	10	Of course she clandestinely aided this family fearing for her own ex-communication.
Romance	10	My daughter was fascinated by the movie.
Romance	10	We have made it a part of our library.
Drama	8	"
Drama	8	I think it is a very funny movie and excellent entertainment.
Drama	8	Is it so impossible?
Drama	8	There are far more implausible events described in other movies.
Drama	8	The acting is good, the script is funny.
Romance	8	"
Romance	8	I think it is a very funny movie and excellent entertainment.
Romance	8	Is it so impossible?
Romance	8	There are far more implausible events described in other movies.
Romance	8	The acting is good, the script is funny.
Comedy	10	Main characters in The Man
Comedy	10	It's wonderful.
Drama	10	Main characters in The Man
Drama	10	It's wonderful.
Sci-Fi	10	Main characters in The Man
Sci-Fi	10	It's wonderful.
Drama	10	but i can recall laughing out loud at many parts of this film
Drama	10	The supporting cast was great also with Saffron Burroughs and Jada Pinkett Smith
Drama	10	I would highly recommend this movie
Drama	10	its got tremendous acting beautiful shots of NYC great comedy great drama
Drama	9	Filled with blood and occasional gore, The Fourth Man is truly neurosis inducing.
Drama	9	Men will literally leap when Renee swings out her scissors......
Mystery	9	Filled with blood and occasional gore, The Fourth Man is truly neurosis inducing.
Mystery	9	Men will literally leap when Renee swings out her scissors......
Thriller	9	Filled with blood and occasional gore, The Fourth Man is truly neurosis inducing.
Thriller	9	Men will literally leap when Renee swings out her scissors......
Action	9	Jeez.
Action	9	I just don't get it.
Action	9	The jokes work on more then one level; if you didn't get it
Action	9	I know what level you're at.
Comedy	9	Jeez.
Comedy	9	I just don't get it.
Comedy	9	The jokes work on more then one level; if you didn't get it
Comedy	9	I know what level you're at.
Fantasy	9	Jeez.
Fantasy	9	I just don't get it.
Fantasy	9	The jokes work on more then one level; if you didn't get it
Fantasy	9	I know what level you're at.
Animation	10	When this first came out, my dad brought it home-
Animation	10	we were amazed by it-
Animation	10	It was so different from anything we had seen before.
Animation	10	They should sell this again-
Animation	10	it is a landmark for computer animation imagery.
Animation	10	Highly recommended!
Short	10	When this first came out, my dad brought it home-
Short	10	we were amazed by it-
Short	10	It was so different from anything we had seen before.
Short	10	They should sell this again-
Short	10	it is a landmark for computer animation imagery.
Short	10	Highly recommended!
Horror	9	You won't forget her once you've seen her.
Mystery	9	You won't forget her once you've seen her.
Thriller	8	The scenario is quite wise but
Comedy	7	Thank you Frank
Musical	7	Thank you Frank
Romance	7	Thank you Frank
Comedy	9	Hilarious!
Romance	9	Hilarious!
Comedy	8	Although dated the humour definitely has a charm about it.
Comedy	8	"
Comedy	8	Watch it on a rainy Sunday afternoon after your lunch and smile.
Horror	8	Although dated the humour definitely has a charm about it.
Horror	8	"
Horror	8	Watch it on a rainy Sunday afternoon after your lunch and smile.
Comedy	8	In 1948 this was my all-time favorite movie.
Comedy	8	Douglas Fairbanks, Jr., was irresistible as the dashing Hungarian officer.
Fantasy	8	In 1948 this was my all-time favorite movie.
Fantasy	8	Douglas Fairbanks, Jr., was irresistible as the dashing Hungarian officer.
Musical	8	In 1948 this was my all-time favorite movie.
Musical	8	Douglas Fairbanks, Jr., was irresistible as the dashing Hungarian officer.
Musical	8	And it succeeded admirably in doing so.
Musical	8	Altogether, an enchanting introduction to one of Verdi's great works.
Comedy	8	OK, it was a good American Pie.
Comedy	8	Erick Stifler goes off to college with his buddy Cooze.
Comedy	8	During their arrival they meet up with Eric's cousin Dwight.
Comedy	8	In a few words there is a lot more sex, nudity and alcohol.
Comedy	8	If you enjoy hot girls with really nice tits, get this movie.
Comedy	8	If you want to see the full thing, get the unrated addition.
Comedy	8	One last thing this is a better attempt than the last two American Pies.
Drama	7	Why is Mathieu in a mental hospital?
Drama	7	What led to the boys' break-up?
Drama	7	But as a love story or character study it is lacking and unsatisfying.
Romance	7	Why is Mathieu in a mental hospital?
Romance	7	What led to the boys' break-up?
Romance	7	But as a love story or character study it is lacking and unsatisfying.
Comedy	8	A delightful surprise, and recommended for all fans of the genre.
Musical	8	A delightful surprise, and recommended for all fans of the genre.
Comedy	10	One of the great classic comedies.
Comedy	10	Not a slapstick comedy, not a heavy drama.
Comedy	10	A fun, satirical film, a buyers beware guide to a new home.
Comedy	10	A great look at life in the late 40's.
Romance	10	One of the great classic comedies.
Romance	10	Not a slapstick comedy, not a heavy drama.
Romance	10	A fun, satirical film, a buyers beware guide to a new home.
Romance	10	A great look at life in the late 40's.
Comedy	9	Emma is Jane Austen's most accessible and least stuffy story, told well.
Drama	9	Emma is Jane Austen's most accessible and least stuffy story, told well.
Romance	9	Emma is Jane Austen's most accessible and least stuffy story, told well.
Action	7	Zane and Beringer will keep you on the edge of your seats.
Action	7	It was serious, but it was also humorous.
Action	7	Beringer's character proved to be heroic and honest.
Action	7	No matter what, you know that he's got your back.
Action	7	Zane's character developed throughout the film.
Action	7	The ending through me a little though.
Action	7	It's worth checking out.
Thriller	7	Zane and Beringer will keep you on the edge of your seats.
Thriller	7	It was serious, but it was also humorous.
Thriller	7	Beringer's character proved to be heroic and honest.
Thriller	7	No matter what, you know that he's got your back.
Thriller	7	Zane's character developed throughout the film.
Thriller	7	The ending through me a little though.
Thriller	7	It's worth checking out.
War	7	Zane and Beringer will keep you on the edge of your seats.
War	7	It was serious, but it was also humorous.
War	7	Beringer's character proved to be heroic and honest.
War	7	No matter what, you know that he's got your back.
War	7	Zane's character developed throughout the film.
War	7	The ending through me a little though.
War	7	It's worth checking out.
Drama	10	A warm, touching movie that has a fantasy-like quality.
Drama	10	Ellen Burstyn is, as always, superb.
Drama	10	Most of all, you've got to see this amazing 5-yr.
Drama	10	old, Jodelle Ferland.
Drama	10	I was so captivated by her presence, I had to buy the movie
Drama	10	so I could watch her again and again.
